FeatureName,Region,NGR,East,North,Lat,Long,LatLong,TreatmentOfRemains,MNIWithinDeposit,SexOfIndsWithin Deposit,AgeOfFindsWithinDeposit,ArtefactsInDepositList,SexSingleDeposits,AgeSingleDeposits,ArtefactsSingleDeposits,SexGroupDeposits,AgeGroupDeposits,ArtefactsGroupDeposits,SitesWithUnknownSex,TerminusPostQuemBC,TerminusAnteQuemBC,MedianBC,DecadeOfExcavation,generated
Seafield Farm cist 4,Northumberland,NU 21603202,421600,632000,55.581176,-1.6589325,"55.581176,-1.6589325",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1900,266
Seafield Farm cist 5,Northumberland,NU 21603202,421600,632000,55.581176,-1.6589325,"55.581176,-1.6589325",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1900,267
Seafield Farm cist 6,Northumberland,NU 21603202,421600,632000,55.581176,-1.6589325,"55.581176,-1.6589325",Crouched burial,1,N/a,Adolescent,Beaker,N/a,Adolescent,Beaker,,,,N/a,2200,2050,2125,1900,268
Seafield Farm grave 1,Northumberland,NU 21603202,421600,632000,55.581176,-1.6589325,"55.581176,-1.6589325",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1900,269
Seghill cist,Northumberland,NZ2874,428000,574000,55.059698,-1.5631809,"55.059698,-1.5631809",Uncremated remains,1,Indet.,Indet.,Battle Axe,Indet.,Indet.,Battle Axe,,,,Indet.,1900,1700,1800,1860,270
Shipley cist,Northumberland,NU145165,414500,616500,55.442165,-1.7723582,"55.442165,-1.7723582",Crouched burial,1,Female,Adult,"Beaker,Red ochre",Female,Adult,"Beaker, Red ochre",,,,,2200,2050,2125,1950,271
Smalesmouth cist,Northumberland,NY731858,373100,585800,55.165778,-2.4237912,"55.165778,-2.4237912",Uncremated remains,1,Indet.,Indet.,Beaker,Indet.,Indet.,Beaker,,,,Indet.,2200,2100,2150,1860,272
South Charlton cairn cist (Hodgson's 'primary interment'),Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Uncremated remains,N/a,N/a,N/a,Flint flakes,,,,,,,N/a,2300,1750,2025,1910,273
South Charlton cairn deposit 1 pit,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Unclear,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,,,,1910,274
South Charlton cairn deposit 10 cist,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Uncremated remains,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150,1750,1950,1910,275
South Charlton cairn deposit 11 cist,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1750,2025,1910,276
South Charlton cairn deposit 2 pit,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000,1700,1850,1910,277
South Charlton cairn deposit 3 pit,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000,1700,1850,1910,278
South Charlton cairn deposit 4,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,"Collared urn,Accessory Vessel",,,,,,,Indet.,2000,1500,1750,1910,279
South Charlton cairn deposit 5,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2000,,2000,1910,280
South Charlton cairn deposit 6,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000,,2000,1910,281
South Charlton cairn deposit 7,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Unclear,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,2150,1750,1950,1910,282
South Charlton cairn deposit 8,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150,1750,1950,1910,283
South Charlton cairn deposit 9,Northumberland,NU157200,415700,620000,55.473577,-1.7531945,"55.473577,-1.7531945",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2150,1750,1950,1910,284
Spital Hill cairn 1 cist (Dixon Spital Hill burial no.1),Northumberland,NZ020992,402000,599200,55.286921,-1.9700563,"55.286921,-1.9700563",Cremation,N/a,Indet.,Indet.,Urn,,,,,,,Indet.,2150,1500,1825,1880,285
Spital Hill cairn 2 cist (Dixon Spital Hill burial no.2),Northumberland,NZ018990 ,401800,599000,55.285125,-1.9732065,"55.285125,-1.9732065",Crouched burial,1,Male,Adult,,Male,Adult,,,,,,2300,1750,2025,1880,286
Spital Hill cairn 3 cist 1 (Dixon Spital Hill burial no. 3),Northumberland,NZ026998,402600,599800,55.292310,-1.9606041,"55.292310,-1.9606041",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1880,287
Spital Hill cairn 4 cist 1 (Dixon Spital Hill burial no. 4),Northumberland,NZ0299 ,402000,599000,55.285124,-1.9700576,"55.285124,-1.9700576",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300,1700,2000,1880,288
Spital Hill cairn 5 deposit 1 (Dixon Spital Hill burial no.5),Northumberland,NZ0299 ,402000,599000,55.285124,-1.9700576,"55.285124,-1.9700576",Cremation,N/a,Indet.,Indet.,Food Vessel,,,,,,,Indet.,2000,1700,1850,1880,289
Spital Hill cairn 6 cist 1 (Dixon Spital Hill burial no. 6),Northumberland,NZ0299 ,402000,599000,55.285124,-1.9700576,"55.285124,-1.9700576",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1880,290
Spital Hill cairn 7 cist 1 (Dixon Spital Hill burial no. 7),Northumberland,NZ0299 ,402000,599000,55.285124,-1.9700576,"55.285124,-1.9700576",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1880,291
Spital Hill cairn 7 cist 2 (Dixon Spital Hill burial no. 7),Northumberland,NZ0299 ,402000,599000,55.285124,-1.9700576,"55.285124,-1.9700576",Multiple cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,2300,1700,2000,1880,292
Spital Hill cairn 7 cremation deposit 1 (Dixon Spital Hill burial no. 7),Northumberland,NZ0299 ,402000,599000,55.285124,-1.9700576,"55.285124,-1.9700576",Cremation,Indet.,Indet.,Indet.,"Food Vessel,Flint knife",,,,,,,Indet.,2000,1500,1750,1880,293
Spital Hill cairn 8 cist 1 (Dixon Spital Hills burial no. 8),Northumberland,NZ0299 ,402000,598000,55.276139,-1.9700643,"55.276139,-1.9700643",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1880,294
Spital Hill cairn 8 cist 2  (Dixon Spital Hill burial no. 8),Northumberland,NZ0298,402000,598000,55.276139,-1.9700643,"55.276139,-1.9700643",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2300,1700,2000,1880,295
Steeple Hill cist ,Tyne and Wear,NZ383529,438300,552900,54.869414,-1.4047461,"54.869414,-1.4047461",Inhumation and Cremation,2,Multiple,Multiple age groups,Food Vessel,,,Food Vessel,Male + Indet.,Adult + Juvenile,,,2150,1750,1950,1870,296
Steeple Hill grave with stone settings,Tyne and Wear,NZ383529,438300,552900,54.869414,-1.4047461,"54.869414,-1.4047461",Crouched burial,1,Possible Female,Senior,,Possible Female,Senior,,,,,,2450,1700,2075,1870,297
Summerhill (Blaydon) cist 1,Tyne and Wear,NZ17716351,417710,563510,54.965905,-1.7249189,"54.965905,-1.7249189",Crouched burial,1,Female,Adult,Beaker,Female,Adult,Beaker,,,,,2200,2100,2150,1930,298
Summerhill (Blaydon) cist 2,Tyne and Wear,NZ17506339,417500,563390,54.964834,-1.7282061,"54.964834,-1.7282061",Crouched burial,1,Male,Adult,Flint knife,Male,Adult,Flint knife,,,,,2300,1750,2025,1930,299
Summerhill (Blaydon) cist 3,Tyne and Wear,NZ17486340,417480,563400,54.964925,-1.7285179,"54.964925,-1.7285179",Crouched burial,2,Indet.,Adult,Food Vessel,,,Food Vessel,Indet.,Adult,,Indet.,2150,1750,1950,1930,300
Summerhill (Blaydon) cist 4,Tyne and Wear,NZ17476341,417470,563410,54.965015,-1.7286735,"54.965015,-1.7286735",Crouched burial,2,Multiple,Adolescent,Beaker,,,,Female + Indet.,Adolescent,Beaker,,2250,1950,2100,1930,301
The Sneep cist,Northumberland,NY792885 ,379200,588500,55.190335,-2.3282407,"55.190335,-2.3282407",Crouched burial,1,Female,Adult,"Beaker,Flint flakes",Female,Adult,"Beaker, Flint flakes",,,,,2300,2100,2200,1880,302
Tom Tallon's Grave cist,Northumberland,NT932280 ,393200,628000,55.545659,-2.1093242,"55.545659,-2.1093242",Crouched burial,1,Indet.,Indet.,Food Vessel,Indet.,Indet.,Food Vessel,,,,Indet.,2150,1750,1950,1850,303
Trow Rocks cist,Tyne and Wear,NZ384667,438400,566700,54.993410,-1.4013500,"54.993410,-1.4013500",Crouched burial,1,Possible Male,Adult,Flint knife,Possible Male,Adult,Flint knife,,,,,2300,1750,2025,1870,304
Turf Knowe North central cist,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1,Female,Adult,"Food Vessel,Jet beads,Flint flakes",Female,Adult,"Food Vessel, Jet beads, Flint flakes",,,,,1750,1530,1640,1990,305
Turf Knowe North central cist,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2,Indet.,Multiple age groups,,,,,Indet.,Adult + Juvenile,,Indet.,1940,1680,1810,1990,306
Turf Knowe North cremation insertion 1,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2,Indet.,Multiple age groups,Urn,,,Urn,Indet.,Adult + Juvenile,,Indet.,2000,1750,1875,1990,307
Turf Knowe North cremation insertion 2,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2,Multiple,Multiple age groups,Bone pin,,,,Male + Indet.,Adult + Juvenile,Bone pin,,1880,1620,1750,1990,308
Turf Knowe North cremation insertion 3,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1,Possible Female,Adolescent,,Possible Female,Adolescent,,,,,,2130,1880,2005,1990,309
Turf Knowe North cremation pyre debris insertion 1,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,2,Multiple,Multiple age groups,Bone pin,,,,Possible Male + Possible Juvenile Female,Adult + Juvenile,Bone pin,,1880,1620,1750,1990,310
Turf Knowe North cremation pyre debris insertion 2,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1,Indet.,Adult,,Indet.,Adult,,,,,Indet.,2130,1880,2005,1990,311
Turf Knowe North southern cist,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Multiple cremation,3,Indet.,Multiple age groups,,,,,Indet.,Adult + Juvenile,,Indet.,1750,1550,1650,1990,312
Turf Knowe South tri-radial cairn eastern cist (1/A),Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,,,,1990,313
Turf Knowe South tri-radial cairn pit 2,Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Uncremated remains,N/a,N/a,N/a,"Food Vessel,Flint flakes",,,,,,,N/a,,,,1990,314
Turf Knowe South tri-radial cairn western cist (2/B),Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1,Indet.,Adult,Iron spearhead,Indet.,Adult,Iron spearhead,,,,Indet.,2130,1870,2000,1990,315
Turf Knowe South tri-radial cairn western cist (2/C),Northumberland,NU006157 ,400600,615700,55.435187,-1.9920704,"55.435187,-1.9920704",Cremation,1,Indet.,Adult,Food Vessel,Indet.,Adult,Food Vessel,,,,Indet.,2030,1770,1900,1990,316
Warden Law cist ,Tyne and Wear,NZ372505,437200,550500,54.847931,-1.4221932,"54.847931,-1.4221932",Cremation,2,Indet.,Multiple age groups,Food Vessel,,,Food Vessel,Indet.,Adult + Juvenile,,Indet.,2025,1887,1956,1970,317
Warkshaugh Farm barrow cist 1,Northumberland,NY867765,386700,576500,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,Indet.,Indet.,"Food Vessel,Flint knife",,,,,,,Indet.,2150,1750,1950,1870,318
Warkshaugh Farm barrow cist 2,Northumberland,NY867765,386700,576500,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300,1700,2000,1870,319
Warkshaugh Farm barrow cist 3,Northumberland,NY867765,386700,576500,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,Indet.,Indet.,,,,,,,,Indet.,2300,1700,2000,1870,320
Warkshaugh Farm barrow cist 4,Northumberland,NY867765,386700,576500,55.082764,-2.2098744,"55.082764,-2.2098744",Uncremated remains,N/a,N/a,N/a,,,,,,,,N/a,2300,1700,2000,1870,321
Warkshaugh Farm barrow cremation deposit 1 (not recorded in Kinnes and Longworth),Northumberland,NY867765,386700,576500,55.082764,-2.2098744,"55.082764,-2.2098744",Unclear,N/a,N/a,N/a,Urn,,,,,,,N/a,2000,1500,1750,1870,322
Warkworth cairn cist 1,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1,Indet.,Indet.,"Bronze dagger,Food Vessel,Flint flakes",Indet.,Indet.,"Bronze dagger, Food Vessel, Flint flakes",,,,Indet.,2200,1650,1925,1880,323
Warkworth cairn cist 2,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Uncremated remains,1,Indet.,Child,,Indet.,Child,,,,,Indet.,2300,1750,2025,1880,324
Warkworth cairn cist 3,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Cremation,1,Indet.,Indet.,Food Vessel,Indet.,Indet.,Food Vessel,,,,Indet.,2150,1750,1950,1880,325
Warkworth cairn cist 4,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2150,1750,1950,1880,326
Warkworth cairn cist 5,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2000,1700,1850,1880,327
Warkworth cairn cist 6,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2300,1750,2025,1880,328
Warkworth cairn cist 7,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1,Indet.,Adult,,Indet.,Adult,,,,,Indet.,2300,1750,2025,1880,329
Warkworth cairn cist 8,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1,Male,Adult,,Male,Adult,,,,,,2300,1750,2025,1880,330
Warkworth cairn cist 9,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1,Indet.,Indet.,Urn,Indet.,Indet.,Urn,,,,Indet.,2300,1750,2025,1880,331
Warkworth cairn cremation deposit 1,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2150,1700,1925,1880,332
Warkworth cairn cremation deposit 2,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Cremation,1,Indet.,Adult,,Indet.,Adult,,,,,Indet.,2150,1700,1925,1880,333
Warkworth cairn vessel insertion,Northumberland,NU277043,427700,604300,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2000,1700,1850,1880,334
Well House Farm cist,Northumberland,NZ04046676,404040,566760,54.995405,-1.9383858,"54.995405,-1.9383858",Uncremated remains,N/a,N/a,N/a,"Food Vessel,Jet beads,Flint flakes",,,,,,,N/a,2200,1780,1990,1980,335
West Wharmley cist,Northumberland,NY8866 ,388000,566000,54.988444,-2.1890653,"54.988444,-2.1890653",Crouched burial,2,Indet.,Adult,Beaker,,,,Indet.,Adult,Beaker,Indet.,2300,2100,2200,1920,336
Wether Hill stone cist,Northumberland,NU013145,401300,614500,55.424404,-1.9810129,"55.424404,-1.9810129",Uncremated remains,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,2020,1745,1882,1990,337
Wether Hill wooden cist or coffin,Northumberland,NU013145,401300,614500,55.424404,-1.9810129,"55.424404,-1.9810129",Uncremated remains,N/a,N/a,N/a,Beaker,,,,,,,N/a,2200,1880,2040,1990,338
Wheathall Farm (Whitburn cist 2),Tyne and Wear,NZ40736265,440730,562650,54.956834,-1.3655088,"54.956834,-1.3655088",Crouched burial,1,Indet.,Adult,"Flint arrowhead,Flint flakes",Indet.,Adult,"Flint arrowhead, Flint flakes",,,,Indet.,2300,1750,2025,1920,339
Whitton Hill henge 1 'cremation 2' nr pit 24,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,1,Indet.,Child,Flint knife,Indet.,Child,Flint knife,,,,Indet.,1426,1270,1348,1980,340
Whitton Hill henge 1 'cremation 3' nr pit 24,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,1426,1270,1348,1980,341
Whitton Hill henge 1 'cremation 4' nr pit 24,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,1426,1270,1348,1980,342
Whitton Hill henge 1 pit 28,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,1,Possible Male,Adult,"Food Vessel,Flint flakes",Possible Male,Adult,"Food Vessel, Flint flakes",,,,,1890,1700,1795,1980,343
Whitton Hill henge 1 pit 6,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,3200,1000,2100,1980,344
Whitton Hill henge 1 pit 7,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,3200,1000,2100,1980,345
Whitton Hill henge 1 southern ditch,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,3360,3100,3230,1980,346
Whitton Hill henge 2 pit I,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,1,Indet.,Indet.,,Indet.,Indet.,,,,,Indet.,1500,1100,1300,1980,347
Whitton Hill henge 2 pit Y,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Multiple cremation,24,Multiple,Multiple age groups,,,,,Female + Indet.,Adolescent + Juvenile + infant,,,1260,1020,1140,1980,348
Whitton Hill henge 2 pit Z,Northumberland,NT933347,393300,634700,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,,,,1980,349
Woodhorn cist,Northumberland,NZ2988,429000,588000,55.185440,-1.5461023,"55.185440,-1.5461023",Uncremated remains,1,Indet.,Indet.,Beaker,Indet.,Indet.,Beaker,,,,Indet.,2300,2100,2200,,350
Wooler cist,Northumberland,NT9928,399000,628000,55.545707,-2.0174057,"55.545707,-2.0174057",Crouched burial,1,Male,Adult,Jet button,Male,Adult,Jet button,,,,,2200,1750,1975,1870,351
Yeavering cist,Northumberland,NT92493047,392490,630470,55.567843,-2.1206444,"55.567843,-2.1206444",Uncremated remains,N/a,N/a,N/a,"Food Vessel,Jet beads",,,,,,,N/a,2100,1900,2000,1960,352
Yeavering cremation deposit 1,Northumberland,NT92493047,392490,630470,55.567843,-2.1206444,"55.567843,-2.1206444",Cremation,N/a,Indet.,Indet.,Urn,,,,,,,Indet.,2000,1500,1750,1960,353